Driver,Team,Compound,LapTime,Sector1Time,Sector2Time,Sector3Time,TrackStatus,Session
BEA,Haas F1 Team,SOFT,0 days 00:01:46.417000,0 days 00:00:31.798000,0 days 00:00:43.356000,0 days 00:00:31.263000,1,FP3
BEA,Haas F1 Team,SOFT,,,0 days 00:00:41.421000,0 days 00:00:26.942000,1,FP3
BEA,Haas F1 Team,SOFT,0 days 00:01:14.460000,0 days 00:00:22.026000,0 days 00:00:29.907000,0 days 00:00:22.527000,1,FP3
BEA,Haas F1 Team,SOFT,0 days 00:02:09.166000,0 days 00:00:38.579000,0 days 00:00:52.178000,0 days 00:00:38.409000,1,FP3
BEA,Haas F1 Team,SOFT,,,0 days 00:00:49.425000,0 days 00:00:36.643000,1,FP3
BEA,Haas F1 Team,SOFT,0 days 00:02:16.221000,0 days 00:00:34.298000,0 days 00:00:46.007000,0 days 00:00:55.916000,1,FP3
BEA,Haas F1 Team,SOFT,0 days 00:02:00.433000,0 days 00:00:46.780000,0 days 00:00:37.829000,0 days 00:00:35.824000,1,FP3
SAI,Williams,SOFT,0 days 00:01:14.124000,,0 days 00:00:29.898000,0 days 00:00:22.292000,1,FP3
SAI,Williams,SOFT,,0 days 00:00:47.112000,0 days 00:00:56.296000,0 days 00:00:51.297000,1,FP3
SAI,Williams,SOFT,,0 days 00:01:14.936000,0 days 00:01:00.607000,0 days 00:00:28.508000,1,FP3
SAI,Williams,SOFT,,,,,1,FP3
SAI,Williams,SOFT,0 days 00:01:14.170000,0 days 00:00:21.935000,0 days 00:00:29.879000,0 days 00:00:22.356000,1,FP3
SAI,Williams,SOFT,0 days 00:01:46.301000,0 days 00:00:33.877000,0 days 00:00:39.165000,0 days 00:00:33.259000,1,FP3
SAI,Williams,SOFT,,,0 days 00:00:50.768000,0 days 00:00:30.811000,1,FP3
SAI,Williams,SOFT,0 days 00:01:14.395000,0 days 00:00:22.148000,0 days 00:00:29.905000,0 days 00:00:22.342000,1,FP3
SAI,Williams,SOFT,0 days 00:01:38.679000,0 days 00:00:30.566000,0 days 00:00:37.193000,0 days 00:00:30.920000,1,FP3
SAI,Williams,SOFT,0 days 00:02:20.151000,0 days 00:01:07.015000,0 days 00:00:41.968000,0 days 00:00:31.168000,1,FP3
SAI,Williams,SOFT,,,0 days 00:00:38.877000,0 days 00:00:25.338000,1,FP3
SAI,Williams,SOFT,0 days 00:01:13.758000,0 days 00:00:21.792000,0 days 00:00:29.458000,0 days 00:00:22.508000,1,FP3
SAI,Williams,SOFT,0 days 00:01:56.222000,0 days 00:00:39.073000,0 days 00:00:44.775000,0 days 00:00:32.374000,1,FP3
SAI,Williams,SOFT,,,0 days 00:00:40.813000,0 days 00:00:28.216000,1,FP3
SAI,Williams,SOFT,0 days 00:01:52.637000,0 days 00:00:30.269000,0 days 00:00:39.560000,0 days 00:00:42.808000,1,FP3
SAI,Williams,SOFT,0 days 00:02:05.823000,0 days 00:00:57.271000,0 days 00:00:37.421000,0 days 00:00:31.131000,1,FP3
LAW,Racing Bulls,nan,,,,0 days 00:00:27.270000,,FP3
LAW,Racing Bulls,MEDIUM,0 days 00:01:14.647000,0 days 00:00:22.278000,0 days 00:00:29.886000,0 days 00:00:22.483000,1,FP3
LAW,Racing Bulls,MEDIUM,0 days 00:02:09.524000,0 days 00:00:32.287000,0 days 00:00:51.365000,0 days 00:00:45.872000,1,FP3
LAW,Racing Bulls,MEDIUM,,,,,1,FP3
LAW,Racing Bulls,MEDIUM,,,0 days 00:00:47.383000,0 days 00:00:31.379000,1,FP3
LAW,Racing Bulls,MEDIUM,0 days 00:02:00.323000,0 days 00:00:30.208000,0 days 00:00:56.061000,0 days 00:00:34.054000,1,FP3
LAW,Racing Bulls,MEDIUM,0 days 00:01:29.277000,0 days 00:00:22.274000,0 days 00:00:29.841000,0 days 00:00:37.162000,1,FP3
LAW,Racing Bulls,MEDIUM,,,0 days 00:00:57.282000,0 days 00:00:35.480000,1,FP3
LAW,Racing Bulls,MEDIUM,0 days 00:02:04.332000,0 days 00:00:35.327000,0 days 00:00:55.964000,0 days 00:00:33.041000,1,FP3
LAW,Racing Bulls,MEDIUM,0 days 00:01:15.602000,0 days 00:00:22.673000,0 days 00:00:30.328000,0 days 00:00:22.601000,1,FP3
LAW,Racing Bulls,MEDIUM,0 days 00:01:40.922000,0 days 00:00:25.811000,0 days 00:00:37.435000,0 days 00:00:37.676000,1,FP3
LAW,Racing Bulls,SOFT,,,0 days 00:00:42.477000,0 days 00:00:38.159000,1,FP3
LAW,Racing Bulls,SOFT,0 days 00:01:13.637000,0 days 00:00:22.032000,0 days 00:00:29.391000,0 days 00:00:22.214000,1,FP3
LAW,Racing Bulls,SOFT,0 days 00:01:58.159000,0 days 00:00:31.382000,0 days 00:00:45.708000,0 days 00:00:41.069000,1,FP3
LAW,Racing Bulls,SOFT,,0 days 00:00:48.718000,0 days 00:01:18.449000,0 days 00:00:30.829000,1,FP3
LAW,Racing Bulls,SOFT,0 days 00:01:34.946000,0 days 00:00:22.257000,0 days 00:00:39.944000,0 days 00:00:32.745000,1,FP3
LAW,Racing Bulls,SOFT,,0 days 00:01:30.925000,0 days 00:00:43.529000,0 days 00:00:27.495000,1,FP3
LAW,Racing Bulls,SOFT,0 days 00:01:59.859000,0 days 00:00:29.724000,0 days 00:00:39.368000,0 days 00:00:50.767000,1,FP3
LAW,Racing Bulls,SOFT,0 days 00:01:59.163000,0 days 00:00:46.095000,0 days 00:00:42.571000,0 days 00:00:30.497000,1,FP3
VER,Red Bull Racing,nan,,,0 days 00:00:42.807000,0 days 00:00:28.402000,,FP3
VER,Red Bull Racing,MEDIUM,0 days 00:01:14.234000,0 days 00:00:21.836000,0 days 00:00:29.920000,0 days 00:00:22.478000,1,FP3
VER,Red Bull Racing,MEDIUM,,0 days 00:00:42.024000,,,1,FP3
VER,Red Bull Racing,MEDIUM,0 days 00:02:23.022000,0 days 00:00:42.024000,0 days 00:00:57.717000,0 days 00:00:43.281000,1,FP3
VER,Red Bull Racing,MEDIUM,0 days 00:02:13.486000,0 days 00:00:48.714000,0 days 00:00:57.601000,0 days 00:00:27.171000,1,FP3
VER,Red Bull Racing,MEDIUM,0 days 00:01:14.116000,0 days 00:00:21.872000,0 days 00:00:29.861000,0 days 00:00:22.383000,1,FP3
VER,Red Bull Racing,MEDIUM,0 days 00:01:50.529000,0 days 00:00:38.268000,0 days 00:00:42.766000,0 days 00:00:29.495000,1,FP3
VER,Red Bull Racing,SOFT,,,0 days 00:00:41.877000,0 days 00:00:24.313000,1,FP3
VER,Red Bull Racing,SOFT,0 days 00:01:13.375000,0 days 00:00:21.716000,0 days 00:00:29.468000,0 days 00:00:22.191000,1,FP3
VER,Red Bull Racing,SOFT,0 days 00:01:46.997000,0 days 00:00:32.256000,0 days 00:00:40.221000,0 days 00:00:34.520000,1,FP3
VER,Red Bull Racing,SOFT,,,0 days 00:00:45.913000,0 days 00:00:25.702000,1,FP3
VER,Red Bull Racing,SOFT,0 days 00:01:13.658000,0 days 00:00:21.844000,0 days 00:00:29.481000,0 days 00:00:22.333000,1,FP3
VER,Red Bull Racing,SOFT,0 days 00:01:54.808000,0 days 00:00:35.471000,0 days 00:00:51.593000,0 days 00:00:27.744000,1,FP3
VER,Red Bull Racing,SOFT,0 days 00:01:56.822000,0 days 00:00:31.156000,0 days 00:00:40.436000,0 days 00:00:45.230000,1,FP3
VER,Red Bull Racing,SOFT,0 days 00:01:55.130000,0 days 00:00:49.931000,0 days 00:00:33.222000,0 days 00:00:31.977000,1,FP3
HAD,Racing Bulls,nan,,,0 days 00:00:40.999000,0 days 00:00:35.600000,,FP3
HAD,Racing Bulls,MEDIUM,0 days 00:01:14.438000,0 days 00:00:22.108000,0 days 00:00:29.873000,0 days 00:00:22.457000,1,FP3
HAD,Racing Bulls,MEDIUM,,0 days 00:00:31.234000,,,1,FP3
HAD,Racing Bulls,MEDIUM,0 days 00:01:57.226000,0 days 00:00:31.234000,0 days 00:00:46.616000,0 days 00:00:39.376000,1,FP3
HAD,Racing Bulls,MEDIUM,,,0 days 00:00:46.460000,0 days 00:00:28.262000,1,FP3
HAD,Racing Bulls,MEDIUM,0 days 00:01:15.028000,0 days 00:00:22.331000,0 days 00:00:30.146000,0 days 00:00:22.551000,1,FP3
HAD,Racing Bulls,MEDIUM,0 days 00:01:31.019000,0 days 00:00:27.723000,0 days 00:00:39.271000,0 days 00:00:24.025000,1,FP3
HAD,Racing Bulls,MEDIUM,0 days 00:01:18.050000,0 days 00:00:23.363000,0 days 00:00:31.386000,0 days 00:00:23.301000,1,FP3
HAD,Racing Bulls,MEDIUM,0 days 00:01:22.329000,0 days 00:00:22.959000,0 days 00:00:31.401000,0 days 00:00:27.969000,1,FP3
HAD,Racing Bulls,MEDIUM,0 days 00:02:28.792000,0 days 00:01:21.126000,0 days 00:00:36.241000,0 days 00:00:31.425000,1,FP3
HAD,Racing Bulls,SOFT,,,0 days 00:00:39.235000,0 days 00:00:32.031000,1,FP3
HAD,Racing Bulls,SOFT,0 days 00:01:13.382000,0 days 00:00:21.798000,0 days 00:00:29.476000,0 days 00:00:22.108000,1,FP3
HAD,Racing Bulls,SOFT,0 days 00:01:29.957000,0 days 00:00:26.970000,0 days 00:00:35.150000,0 days 00:00:27.837000,1,FP3
HAD,Racing Bulls,SOFT,,,0 days 00:00:38.045000,0 days 00:00:33.171000,1,FP3
HAD,Racing Bulls,SOFT,0 days 00:02:14.039000,0 days 00:00:58.779000,0 days 00:00:40.254000,0 days 00:00:35.006000,1,FP3
HAD,Racing Bulls,SOFT,0 days 00:02:24.403000,0 days 00:00:55.026000,0 days 00:00:54.778000,0 days 00:00:34.599000,1,FP3
HAD,Racing Bulls,SOFT,0 days 00:01:49.804000,0 days 00:00:31.472000,0 days 00:00:37.226000,0 days 00:00:41.106000,1,FP3
HAD,Racing Bulls,SOFT,0 days 00:01:56.895000,0 days 00:00:52.160000,0 days 00:00:37.108000,0 days 00:00:27.627000,1,FP3
ANT,Mercedes,SOFT,,,0 days 00:00:43.926000,0 days 00:00:29.437000,1,FP3
ANT,Mercedes,SOFT,0 days 00:01:13.825000,0 days 00:00:21.859000,0 days 00:00:29.478000,0 days 00:00:22.488000,1,FP3
ANT,Mercedes,SOFT,0 days 00:01:53.155000,0 days 00:00:32.997000,0 days 00:00:44.508000,0 days 00:00:35.650000,1,FP3
ANT,Mercedes,SOFT,,,0 days 00:00:42.923000,0 days 00:00:29.833000,1,FP3
ANT,Mercedes,SOFT,0 days 00:01:13.919000,0 days 00:00:22.007000,0 days 00:00:29.600000,0 days 00:00:22.312000,1,FP3
ANT,Mercedes,SOFT,0 days 00:01:43.262000,0 days 00:00:33.861000,0 days 00:00:39.079000,0 days 00:00:30.322000,1,FP3
ANT,Mercedes,SOFT,,,0 days 00:00:42.711000,0 days 00:00:26.164000,1,FP3
ANT,Mercedes,SOFT,0 days 00:01:13.405000,0 days 00:00:21.863000,0 days 00:00:29.248000,0 days 00:00:22.294000,1,FP3
ANT,Mercedes,SOFT,0 days 00:01:44.457000,0 days 00:00:31.224000,0 days 00:00:39.481000,0 days 00:00:33.752000,1,FP3
ANT,Mercedes,SOFT,,,0 days 00:00:40.737000,0 days 00:00:33.619000,1,FP3
ANT,Mercedes,SOFT,0 days 00:01:58.549000,0 days 00:00:35.691000,0 days 00:00:43.554000,0 days 00:00:39.304000,1,FP3
ANT,Mercedes,SOFT,,0 days 00:00:55.797000,0 days 00:00:36.926000,,1,FP3
LEC,Ferrari,nan,,,0 days 00:00:40.548000,0 days 00:00:26.977000,,FP3
LEC,Ferrari,SOFT,0 days 00:01:13.941000,0 days 00:00:21.966000,0 days 00:00:29.655000,0 days 00:00:22.320000,1,FP3
LEC,Ferrari,SOFT,0 days 00:02:26.408000,0 days 00:00:39.885000,0 days 00:01:00.595000,0 days 00:00:45.928000,1,FP3
LEC,Ferrari,SOFT,,,,,1,FP3
LEC,Ferrari,SOFT,,0 days 00:01:15.799000,0 days 00:00:53.732000,0 days 00:00:31.708000,1,FP3
LEC,Ferrari,SOFT,0 days 00:01:13.888000,0 days 00:00:21.959000,0 days 00:00:29.668000,0 days 00:00:22.261000,1,FP3
LEC,Ferrari,SOFT,0 days 00:01:56.207000,0 days 00:00:32.499000,0 days 00:00:52.640000,0 days 00:00:31.068000,1,FP3
LEC,Ferrari,SOFT,0 days 00:01:16.703000,0 days 00:00:23.165000,0 days 00:00:30.577000,0 days 00:00:22.961000,1,FP3
LEC,Ferrari,SOFT,0 days 00:01:16.571000,0 days 00:00:22.961000,0 days 00:00:30.661000,0 days 00:00:22.949000,1,FP3
LEC,Ferrari,SOFT,0 days 00:01:21.398000,0 days 00:00:22.950000,0 days 00:00:31.151000,0 days 00:00:27.297000,1,FP3
LEC,Ferrari,SOFT,,,0 days 00:00:41.612000,0 days 00:00:30.762000,1,FP3
LEC,Ferrari,SOFT,0 days 00:01:13.130000,0 days 00:00:21.794000,0 days 00:00:29.349000,0 days 00:00:21.987000,1,FP3
LEC,Ferrari,SOFT,0 days 00:01:45.978000,0 days 00:00:28.361000,0 days 00:00:42.811000,0 days 00:00:34.806000,1,FP3
LEC,Ferrari,SOFT,,,0 days 00:00:54.819000,0 days 00:00:26.278000,1,FP3
LEC,Ferrari,SOFT,0 days 00:01:14.852000,0 days 00:00:21.934000,0 days 00:00:29.624000,0 days 00:00:23.294000,1,FP3
LEC,Ferrari,SOFT,0 days 00:01:48.172000,0 days 00:00:28.838000,0 days 00:00:45.364000,0 days 00:00:33.970000,1,FP3
LEC,Ferrari,SOFT,0 days 00:02:24.007000,0 days 00:00:30.641000,0 days 00:00:58.921000,0 days 00:00:54.445000,1,FP3
LEC,Ferrari,SOFT,0 days 00:01:48.744000,0 days 00:00:46.656000,0 days 00:00:33.038000,0 days 00:00:29.050000,12,FP3
ALB,Williams,nan,,,0 days 00:00:38.643000,0 days 00:00:28.349000,,FP3
ALB,Williams,SOFT,0 days 00:01:14.289000,0 days 00:00:21.923000,0 days 00:00:30.006000,0 days 00:00:22.360000,1,FP3
ALB,Williams,SOFT,,0 days 00:00:43.524000,,,1,FP3
ALB,Williams,SOFT,0 days 00:02:24.657000,0 days 00:00:43.524000,0 days 00:00:59.487000,0 days 00:00:41.646000,1,FP3
ALB,Williams,SOFT,,,0 days 00:00:40.971000,0 days 00:00:26.468000,1,FP3
ALB,Williams,SOFT,0 days 00:01:57.098000,0 days 00:00:34.707000,0 days 00:00:41.598000,0 days 00:00:40.793000,1,FP3
HAM,Ferrari,nan,,,0 days 00:00:41.111000,0 days 00:00:28.539000,,FP3
HAM,Ferrari,MEDIUM,0 days 00:01:14.062000,0 days 00:00:21.901000,0 days 00:00:29.812000,0 days 00:00:22.349000,1,FP3
HAM,Ferrari,MEDIUM,,0 days 00:00:49.129000,,,1,FP3
HAM,Ferrari,MEDIUM,,,0 days 00:01:11.765000,0 days 00:00:53.249000,1,FP3
HAM,Ferrari,MEDIUM,0 days 00:02:29.819000,0 days 00:01:16.180000,0 days 00:00:46.916000,0 days 00:00:26.723000,1,FP3
HAM,Ferrari,MEDIUM,0 days 00:01:14.204000,0 days 00:00:21.969000,0 days 00:00:29.814000,0 days 00:00:22.421000,1,FP3
HAM,Ferrari,MEDIUM,0 days 00:02:25.799000,0 days 00:00:40.794000,0 days 00:00:59.270000,0 days 00:00:45.735000,1,FP3
HAM,Ferrari,MEDIUM,0 days 00:02:27.223000,0 days 00:01:07.184000,0 days 00:00:49.830000,0 days 00:00:30.209000,1,FP3
HAM,Ferrari,MEDIUM,0 days 00:01:18.016000,0 days 00:00:23.353000,0 days 00:00:31.175000,0 days 00:00:23.488000,1,FP3
HAM,Ferrari,MEDIUM,0 days 00:01:16.967000,0 days 00:00:22.997000,0 days 00:00:30.929000,0 days 00:00:23.041000,1,FP3
HAM,Ferrari,MEDIUM,0 days 00:01:20.807000,0 days 00:00:22.780000,0 days 00:00:31.035000,0 days 00:00:26.992000,1,FP3
HAM,Ferrari,SOFT,,,0 days 00:00:42.987000,0 days 00:00:26.942000,1,FP3
HAM,Ferrari,SOFT,0 days 00:01:13.527000,0 days 00:00:21.728000,0 days 00:00:29.352000,0 days 00:00:22.447000,1,FP3
HAM,Ferrari,SOFT,,0 days 00:00:40.782000,0 days 00:01:10.780000,0 days 00:00:53.855000,1,FP3
HAM,Ferrari,SOFT,,,0 days 00:00:44.499000,0 days 00:00:27.937000,1,FP3
HAM,Ferrari,SOFT,0 days 00:01:46.055000,0 days 00:00:21.838000,0 days 00:00:44.812000,0 days 00:00:39.405000,1,FP3
HAM,Ferrari,SOFT,,0 days 00:01:13.998000,0 days 00:00:52.298000,0 days 00:00:35.083000,1,FP3
HAM,Ferrari,SOFT,0 days 00:01:48.054000,0 days 00:00:47.257000,0 days 00:00:33.486000,0 days 00:00:27.311000,12,FP3
RUS,Mercedes,nan,,,0 days 00:00:40.822000,0 days 00:00:27.281000,,FP3
RUS,Mercedes,SOFT,0 days 00:01:13.396000,0 days 00:00:21.796000,0 days 00:00:29.350000,0 days 00:00:22.250000,1,FP3
RUS,Mercedes,SOFT,,,,,1,FP3
RUS,Mercedes,SOFT,0 days 00:01:49.712000,0 days 00:00:35.782000,0 days 00:00:41.253000,0 days 00:00:32.677000,1,FP3
RUS,Mercedes,SOFT,,,0 days 00:00:33.414000,0 days 00:00:23.940000,1,FP3
RUS,Mercedes,SOFT,0 days 00:01:18.847000,0 days 00:00:23.660000,0 days 00:00:31.571000,0 days 00:00:23.616000,1,FP3
RUS,Mercedes,SOFT,0 days 00:01:18,0 days 00:00:23.404000,0 days 00:00:31.123000,0 days 00:00:23.473000,1,FP3
RUS,Mercedes,SOFT,0 days 00:01:17.622000,0 days 00:00:23.173000,0 days 00:00:31.093000,0 days 00:00:23.356000,1,FP3
RUS,Mercedes,SOFT,0 days 00:01:17.408000,0 days 00:00:23.012000,0 days 00:00:31.039000,0 days 00:00:23.357000,1,FP3
RUS,Mercedes,SOFT,0 days 00:01:17.650000,0 days 00:00:23.115000,0 days 00:00:31.334000,0 days 00:00:23.201000,1,FP3
RUS,Mercedes,SOFT,0 days 00:01:17.779000,0 days 00:00:23.019000,0 days 00:00:31.275000,0 days 00:00:23.485000,1,FP3
RUS,Mercedes,SOFT,0 days 00:01:18.273000,0 days 00:00:23.247000,0 days 00:00:31.467000,0 days 00:00:23.559000,1,FP3
RUS,Mercedes,SOFT,0 days 00:01:27.529000,0 days 00:00:23.062000,0 days 00:00:33.222000,0 days 00:00:31.245000,1,FP3
RUS,Mercedes,SOFT,,,0 days 00:00:39.809000,0 days 00:00:26.820000,1,FP3
RUS,Mercedes,SOFT,0 days 00:01:13.139000,0 days 00:00:21.739000,0 days 00:00:29.280000,0 days 00:00:22.120000,1,FP3
RUS,Mercedes,SOFT,0 days 00:01:42.282000,0 days 00:00:31.786000,0 days 00:00:38.619000,0 days 00:00:31.877000,1,FP3
RUS,Mercedes,SOFT,,,0 days 00:00:42.011000,0 days 00:00:34.176000,1,FP3
RUS,Mercedes,SOFT,0 days 00:02:12.920000,0 days 00:00:34.059000,0 days 00:00:48.906000,0 days 00:00:49.955000,1,FP3
RUS,Mercedes,SOFT,,0 days 00:00:54.662000,0 days 00:00:35.041000,,12,FP3
PIA,McLaren,nan,,,0 days 00:00:39.354000,0 days 00:00:28.208000,,FP3
PIA,McLaren,MEDIUM,0 days 00:01:14.487000,0 days 00:00:22.068000,0 days 00:00:29.955000,0 days 00:00:22.464000,1,FP3
PIA,McLaren,MEDIUM,0 days 00:02:02.721000,0 days 00:00:37.913000,0 days 00:00:50.437000,0 days 00:00:34.371000,1,FP3
PIA,McLaren,MEDIUM,,,,,1,FP3
PIA,McLaren,MEDIUM,,,0 days 00:00:46.254000,0 days 00:00:35.852000,1,FP3
PIA,McLaren,MEDIUM,0 days 00:01:14.805000,0 days 00:00:22.217000,0 days 00:00:30.022000,0 days 00:00:22.566000,1,FP3
PIA,McLaren,MEDIUM,0 days 00:01:16.133000,0 days 00:00:22.622000,0 days 00:00:30.519000,0 days 00:00:22.992000,1,FP3
PIA,McLaren,MEDIUM,0 days 00:01:16.173000,0 days 00:00:22.516000,0 days 00:00:30.442000,0 days 00:00:23.215000,1,FP3
PIA,McLaren,MEDIUM,0 days 00:01:21.391000,0 days 00:00:23.213000,0 days 00:00:31.129000,0 days 00:00:27.049000,1,FP3
PIA,McLaren,SOFT,,,0 days 00:00:39.724000,0 days 00:00:29.447000,1,FP3
PIA,McLaren,SOFT,0 days 00:01:12.387000,0 days 00:00:21.443000,0 days 00:00:28.990000,0 days 00:00:21.954000,1,FP3
PIA,McLaren,SOFT,0 days 00:01:41.539000,0 days 00:00:30.862000,0 days 00:00:36.823000,0 days 00:00:33.854000,1,FP3
PIA,McLaren,SOFT,,,0 days 00:00:51.573000,0 days 00:00:34.941000,1,FP3
PIA,McLaren,SOFT,0 days 00:02:11.260000,0 days 00:00:34.811000,0 days 00:00:46.031000,0 days 00:00:50.418000,1,FP3
PIA,McLaren,SOFT,0 days 00:02:03.306000,0 days 00:01:00.552000,0 days 00:00:34.142000,0 days 00:00:28.612000,1,FP3
