Driver,Team,Compound,LapTime,Sector1Time,Sector2Time,Sector3Time,TrackStatus,Session
LEC,Ferrari,SOFT,0 days 00:01:20.526000,0 days 00:00:24.083000,0 days 00:00:32.199000,0 days 00:00:24.244000,1,FP1
LEC,Ferrari,SOFT,0 days 00:01:20.087000,0 days 00:00:23.782000,0 days 00:00:32.106000,0 days 00:00:24.199000,1,FP1
LEC,Ferrari,SOFT,0 days 00:01:29.212000,0 days 00:00:26.768000,0 days 00:00:35.334000,0 days 00:00:27.110000,1,FP1
LEC,Ferrari,SOFT,0 days 00:01:20.013000,0 days 00:00:23.709000,0 days 00:00:32.105000,0 days 00:00:24.199000,1,FP1
LEC,Ferrari,SOFT,0 days 00:01:59.831000,0 days 00:00:28.899000,0 days 00:00:47.504000,0 days 00:00:43.428000,1,FP1
LEC,Ferrari,SOFT,0 days 00:02:12.835000,0 days 00:00:57.858000,0 days 00:00:39.564000,0 days 00:00:35.413000,1,FP1
STR,Aston Martin,MEDIUM,,,0 days 00:00:41.018000,0 days 00:00:29.907000,1,FP1
STR,Aston Martin,MEDIUM,0 days 00:01:32.280000,0 days 00:00:23.376000,0 days 00:00:38.674000,0 days 00:00:30.230000,1,FP1
STR,Aston Martin,MEDIUM,0 days 00:01:16.569000,0 days 00:00:22.548000,0 days 00:00:30.744000,0 days 00:00:23.277000,1,FP1
STR,Aston Martin,MEDIUM,0 days 00:02:04.539000,0 days 00:00:37.227000,0 days 00:00:56.207000,0 days 00:00:31.105000,1,FP1
STR,Aston Martin,MEDIUM,0 days 00:01:16.357000,0 days 00:00:22.363000,0 days 00:00:30.759000,0 days 00:00:23.235000,1,FP1
STR,Aston Martin,MEDIUM,0 days 00:02:23.829000,0 days 00:00:46.694000,0 days 00:01:05.727000,0 days 00:00:31.408000,1,FP1
STR,Aston Martin,MEDIUM,0 days 00:01:15.922000,0 days 00:00:22.426000,0 days 00:00:30.346000,0 days 00:00:23.150000,1,FP1
STR,Aston Martin,MEDIUM,0 days 00:01:49.359000,0 days 00:00:30.337000,0 days 00:00:41.597000,0 days 00:00:37.425000,1,FP1
STR,Aston Martin,MEDIUM,,,0 days 00:00:45.026000,0 days 00:00:29.372000,1,FP1
STR,Aston Martin,MEDIUM,0 days 00:01:16.300000,0 days 00:00:22.549000,0 days 00:00:30.620000,0 days 00:00:23.131000,1,FP1
STR,Aston Martin,MEDIUM,0 days 00:02:06.161000,0 days 00:00:42.428000,0 days 00:00:53.716000,0 days 00:00:30.017000,1,FP1
STR,Aston Martin,MEDIUM,0 days 00:01:16.223000,0 days 00:00:22.363000,0 days 00:00:30.744000,0 days 00:00:23.116000,1,FP1
STR,Aston Martin,MEDIUM,0 days 00:01:39.244000,0 days 00:00:28.786000,0 days 00:00:39.316000,0 days 00:00:31.142000,1,FP1
STR,Aston Martin,SOFT,,,0 days 00:00:48.831000,0 days 00:00:26.957000,1,FP1
STR,Aston Martin,SOFT,0 days 00:01:14.786000,0 days 00:00:22.185000,0 days 00:00:30.027000,0 days 00:00:22.574000,1,FP1
STR,Aston Martin,SOFT,,0 days 00:00:45.889000,0 days 00:01:16.534000,0 days 00:00:37.306000,1,FP1
STR,Aston Martin,SOFT,,0 days 00:00:40.573000,0 days 00:01:26.503000,0 days 00:00:28.760000,12,FP1
STR,Aston Martin,SOFT,0 days 00:01:15.704000,0 days 00:00:22.530000,0 days 00:00:30.165000,0 days 00:00:23.009000,1,FP1
STR,Aston Martin,SOFT,0 days 00:01:53.708000,0 days 00:00:35.693000,0 days 00:00:53.896000,0 days 00:00:24.119000,1,FP1
STR,Aston Martin,SOFT,0 days 00:01:18.281000,0 days 00:00:23.258000,0 days 00:00:31.404000,0 days 00:00:23.619000,1,FP1
STR,Aston Martin,SOFT,0 days 00:01:18.256000,0 days 00:00:23.388000,0 days 00:00:31.287000,0 days 00:00:23.581000,1,FP1
STR,Aston Martin,SOFT,0 days 00:01:18.386000,0 days 00:00:23.340000,0 days 00:00:31.392000,0 days 00:00:23.654000,1,FP1
STR,Aston Martin,SOFT,0 days 00:01:57.471000,0 days 00:00:23.483000,0 days 00:00:41.498000,0 days 00:00:52.490000,1,FP1
STR,Aston Martin,SOFT,0 days 00:02:05.698000,0 days 00:01:02.353000,0 days 00:00:32.795000,0 days 00:00:30.550000,1,FP1
TSU,Red Bull Racing,HARD,,,0 days 00:00:39.594000,0 days 00:00:25.238000,1,FP1
TSU,Red Bull Racing,HARD,0 days 00:01:17.215000,0 days 00:00:22.816000,0 days 00:00:30.855000,0 days 00:00:23.544000,1,FP1
TSU,Red Bull Racing,HARD,,0 days 00:00:45.988000,0 days 00:01:07.451000,0 days 00:00:46.150000,1,FP1
TSU,Red Bull Racing,HARD,0 days 00:02:06.695000,0 days 00:00:47.564000,0 days 00:00:53.715000,0 days 00:00:25.416000,1,FP1
TSU,Red Bull Racing,HARD,0 days 00:01:16.242000,0 days 00:00:22.384000,0 days 00:00:30.636000,0 days 00:00:23.222000,1,FP1
TSU,Red Bull Racing,HARD,,0 days 00:00:46.430000,0 days 00:01:07.471000,0 days 00:00:49.906000,1,FP1
TSU,Red Bull Racing,HARD,0 days 00:02:11.662000,0 days 00:00:48.959000,0 days 00:00:56.697000,0 days 00:00:26.006000,1,FP1
TSU,Red Bull Racing,HARD,0 days 00:01:16.405000,0 days 00:00:22.369000,0 days 00:00:30.700000,0 days 00:00:23.336000,1,FP1
TSU,Red Bull Racing,HARD,0 days 00:01:49.851000,0 days 00:00:34.239000,0 days 00:00:39.895000,0 days 00:00:35.717000,1,FP1
TSU,Red Bull Racing,SOFT,,,0 days 00:00:48.288000,0 days 00:00:26.868000,1,FP1
TSU,Red Bull Racing,SOFT,0 days 00:01:14.643000,0 days 00:00:22.030000,0 days 00:00:30.021000,0 days 00:00:22.592000,1,FP1
TSU,Red Bull Racing,SOFT,0 days 00:02:27.649000,0 days 00:00:45.307000,0 days 00:00:57.960000,0 days 00:00:44.382000,1,FP1
TSU,Red Bull Racing,SOFT,,,0 days 00:00:33.115000,0 days 00:00:24.729000,1,FP1
TSU,Red Bull Racing,SOFT,0 days 00:01:20.698000,0 days 00:00:24.122000,0 days 00:00:32.237000,0 days 00:00:24.339000,1,FP1
TSU,Red Bull Racing,SOFT,0 days 00:01:20.718000,0 days 00:00:23.982000,0 days 00:00:32.274000,0 days 00:00:24.462000,1,FP1
TSU,Red Bull Racing,SOFT,0 days 00:01:20.996000,0 days 00:00:24.058000,0 days 00:00:32.437000,0 days 00:00:24.501000,1,FP1
TSU,Red Bull Racing,SOFT,0 days 00:01:21.554000,0 days 00:00:24.094000,0 days 00:00:32.855000,0 days 00:00:24.605000,1,FP1
TSU,Red Bull Racing,SOFT,0 days 00:01:21.786000,0 days 00:00:24.056000,0 days 00:00:32.893000,0 days 00:00:24.837000,1,FP1
TSU,Red Bull Racing,SOFT,0 days 00:01:21.563000,0 days 00:00:24.196000,0 days 00:00:32.812000,0 days 00:00:24.555000,1,FP1
TSU,Red Bull Racing,SOFT,0 days 00:01:26.179000,0 days 00:00:24.223000,0 days 00:00:33,0 days 00:00:28.956000,12,FP1
TSU,Red Bull Racing,HARD,0 days 00:01:59.727000,0 days 00:00:58.905000,0 days 00:00:34.031000,0 days 00:00:26.791000,12,FP1
TSU,Red Bull Racing,HARD,0 days 00:01:31.834000,0 days 00:00:25.339000,0 days 00:00:40.863000,0 days 00:00:25.632000,1,FP1
TSU,Red Bull Racing,HARD,0 days 00:01:21.339000,0 days 00:00:24.002000,0 days 00:00:32.822000,0 days 00:00:24.515000,1,FP1
TSU,Red Bull Racing,HARD,0 days 00:01:21.061000,0 days 00:00:23.903000,0 days 00:00:32.614000,0 days 00:00:24.544000,1,FP1
TSU,Red Bull Racing,HARD,0 days 00:01:22.282000,0 days 00:00:24.044000,0 days 00:00:33.470000,0 days 00:00:24.768000,1,FP1
TSU,Red Bull Racing,HARD,0 days 00:02:06.639000,0 days 00:00:34.111000,0 days 00:00:48.322000,0 days 00:00:44.206000,1,FP1
TSU,Red Bull Racing,HARD,0 days 00:01:58.017000,0 days 00:00:51.237000,0 days 00:00:33.525000,0 days 00:00:33.255000,1,FP1
HUL,Kick Sauber,HARD,,,0 days 00:00:35.241000,0 days 00:00:32.286000,1,FP1
HUL,Kick Sauber,HARD,,,0 days 00:00:37.210000,0 days 00:00:29.739000,1,FP1
HUL,Kick Sauber,HARD,0 days 00:01:17.701000,0 days 00:00:22.882000,0 days 00:00:31.292000,0 days 00:00:23.527000,1,FP1
HUL,Kick Sauber,HARD,0 days 00:02:01.207000,0 days 00:00:37.890000,0 days 00:00:48.391000,0 days 00:00:34.926000,1,FP1
HUL,Kick Sauber,HARD,0 days 00:01:17.113000,0 days 00:00:22.945000,0 days 00:00:30.988000,0 days 00:00:23.180000,1,FP1
HUL,Kick Sauber,HARD,0 days 00:02:04.799000,0 days 00:00:39.931000,0 days 00:00:51.302000,0 days 00:00:33.566000,1,FP1
HUL,Kick Sauber,HARD,0 days 00:01:16.517000,0 days 00:00:22.779000,0 days 00:00:30.640000,0 days 00:00:23.098000,1,FP1
HUL,Kick Sauber,HARD,0 days 00:01:33.864000,0 days 00:00:26.202000,0 days 00:00:35.218000,0 days 00:00:32.444000,1,FP1
HUL,Kick Sauber,SOFT,,,0 days 00:00:42.687000,0 days 00:00:27.361000,1,FP1
HUL,Kick Sauber,SOFT,0 days 00:01:14.865000,0 days 00:00:22.311000,0 days 00:00:30.046000,0 days 00:00:22.508000,1,FP1
HUL,Kick Sauber,SOFT,0 days 00:02:06.495000,0 days 00:00:37.614000,0 days 00:00:48.279000,0 days 00:00:40.602000,1,FP1
HUL,Kick Sauber,SOFT,0 days 00:02:14.849000,0 days 00:00:52.110000,0 days 00:00:49.973000,0 days 00:00:32.766000,1,FP1
HUL,Kick Sauber,SOFT,0 days 00:01:15.190000,0 days 00:00:22.252000,0 days 00:00:30.189000,0 days 00:00:22.749000,1,FP1
HUL,Kick Sauber,SOFT,0 days 00:01:36.742000,0 days 00:00:27.574000,0 days 00:00:37.718000,0 days 00:00:31.450000,1,FP1
HUL,Kick Sauber,SOFT,,,0 days 00:00:33.034000,0 days 00:00:24.257000,12,FP1
HUL,Kick Sauber,SOFT,0 days 00:01:22.022000,0 days 00:00:24.417000,0 days 00:00:32.923000,0 days 00:00:24.682000,1,FP1
HUL,Kick Sauber,SOFT,0 days 00:01:21.705000,0 days 00:00:24.290000,0 days 00:00:33.043000,0 days 00:00:24.372000,1,FP1
HUL,Kick Sauber,SOFT,0 days 00:01:21.321000,0 days 00:00:23.868000,0 days 00:00:32.725000,0 days 00:00:24.728000,1,FP1
HUL,Kick Sauber,SOFT,0 days 00:01:20.197000,0 days 00:00:23.586000,0 days 00:00:32.403000,0 days 00:00:24.208000,1,FP1
HUL,Kick Sauber,SOFT,0 days 00:01:49.295000,0 days 00:00:23.878000,0 days 00:00:37.600000,0 days 00:00:47.817000,1,FP1
HUL,Kick Sauber,SOFT,0 days 00:01:50.541000,0 days 00:00:47.620000,0 days 00:00:33.914000,0 days 00:00:29.007000,1,FP1
LAW,Racing Bulls,HARD,,,0 days 00:00:41.841000,0 days 00:00:28.191000,1,FP1
LAW,Racing Bulls,HARD,0 days 00:01:32.143000,0 days 00:00:25.514000,0 days 00:00:33.716000,0 days 00:00:32.913000,1,FP1
LAW,Racing Bulls,HARD,0 days 00:02:17.010000,0 days 00:01:09.888000,0 days 00:00:38.283000,0 days 00:00:28.839000,1,FP1
LAW,Racing Bulls,HARD,0 days 00:01:35.782000,0 days 00:00:25.916000,0 days 00:00:33.219000,0 days 00:00:36.647000,1,FP1
LAW,Racing Bulls,HARD,,,0 days 00:00:43.477000,0 days 00:00:28.312000,1,FP1
LAW,Racing Bulls,HARD,0 days 00:01:16.981000,0 days 00:00:22.771000,0 days 00:00:30.961000,0 days 00:00:23.249000,1,FP1
LAW,Racing Bulls,HARD,0 days 00:02:14.056000,0 days 00:00:36.923000,0 days 00:01:00.381000,0 days 00:00:36.752000,1,FP1
LAW,Racing Bulls,HARD,0 days 00:01:48.189000,0 days 00:00:36.813000,0 days 00:00:43.554000,0 days 00:00:27.822000,1,FP1
LAW,Racing Bulls,HARD,0 days 00:01:15.979000,0 days 00:00:22.495000,0 days 00:00:30.475000,0 days 00:00:23.009000,1,FP1
LAW,Racing Bulls,HARD,0 days 00:01:58.893000,0 days 00:00:32.722000,0 days 00:00:48.659000,0 days 00:00:37.512000,1,FP1
LAW,Racing Bulls,HARD,0 days 00:02:29.711000,0 days 00:01:11.112000,0 days 00:00:50.286000,0 days 00:00:28.313000,1,FP1
LAW,Racing Bulls,HARD,0 days 00:01:15.909000,0 days 00:00:22.460000,0 days 00:00:30.463000,0 days 00:00:22.986000,1,FP1
LAW,Racing Bulls,HARD,0 days 00:02:07.754000,0 days 00:00:35.772000,0 days 00:00:52.921000,0 days 00:00:39.061000,1,FP1
LAW,Racing Bulls,HARD,0 days 00:02:06.663000,0 days 00:00:45.509000,0 days 00:00:49.646000,0 days 00:00:31.508000,1,FP1
LAW,Racing Bulls,HARD,0 days 00:01:15.507000,0 days 00:00:22.359000,0 days 00:00:30.328000,0 days 00:00:22.820000,1,FP1
LAW,Racing Bulls,HARD,0 days 00:01:39.836000,0 days 00:00:24.936000,0 days 00:00:38.372000,0 days 00:00:36.528000,1,FP1
LAW,Racing Bulls,SOFT,,,0 days 00:00:38.901000,0 days 00:00:26.066000,1,FP1
LAW,Racing Bulls,SOFT,0 days 00:01:14.339000,0 days 00:00:22.141000,0 days 00:00:29.840000,0 days 00:00:22.358000,1,FP1
LAW,Racing Bulls,SOFT,0 days 00:01:41.272000,0 days 00:00:27.186000,0 days 00:00:38.847000,0 days 00:00:35.239000,1,FP1
LAW,Racing Bulls,SOFT,,,0 days 00:00:32.177000,0 days 00:00:24.157000,12,FP1
LAW,Racing Bulls,SOFT,0 days 00:01:20.823000,0 days 00:00:24.280000,0 days 00:00:32.280000,0 days 00:00:24.263000,12,FP1
LAW,Racing Bulls,SOFT,0 days 00:01:21.043000,0 days 00:00:24.209000,0 days 00:00:32.511000,0 days 00:00:24.323000,1,FP1
LAW,Racing Bulls,SOFT,0 days 00:01:20.912000,0 days 00:00:24.158000,0 days 00:00:32.352000,0 days 00:00:24.402000,1,FP1
LAW,Racing Bulls,SOFT,0 days 00:01:21.167000,0 days 00:00:24.146000,0 days 00:00:32.472000,0 days 00:00:24.549000,1,FP1
LAW,Racing Bulls,SOFT,0 days 00:01:20.796000,0 days 00:00:24.097000,0 days 00:00:32.410000,0 days 00:00:24.289000,1,FP1
LAW,Racing Bulls,SOFT,0 days 00:01:20.778000,0 days 00:00:24.172000,0 days 00:00:32.458000,0 days 00:00:24.148000,1,FP1
LAW,Racing Bulls,SOFT,0 days 00:02:24.703000,0 days 00:00:33.274000,0 days 00:00:58.073000,0 days 00:00:53.356000,1,FP1
LAW,Racing Bulls,SOFT,0 days 00:02:05.892000,0 days 00:00:53.249000,0 days 00:00:40.730000,0 days 00:00:31.913000,1,FP1
COL,Alpine,MEDIUM,,,0 days 00:00:38.542000,0 days 00:00:27.761000,1,FP1
COL,Alpine,MEDIUM,0 days 00:01:17.639000,0 days 00:00:22.782000,0 days 00:00:31.389000,0 days 00:00:23.468000,1,FP1
COL,Alpine,MEDIUM,0 days 00:02:12.103000,0 days 00:00:40.632000,0 days 00:00:57.995000,0 days 00:00:33.476000,1,FP1
COL,Alpine,MEDIUM,0 days 00:01:16.600000,0 days 00:00:22.478000,0 days 00:00:30.733000,0 days 00:00:23.389000,1,FP1
COL,Alpine,MEDIUM,0 days 00:02:18.942000,0 days 00:00:39.735000,0 days 00:00:58.408000,0 days 00:00:40.799000,1,FP1
COL,Alpine,MEDIUM,0 days 00:02:22.304000,0 days 00:00:59.419000,0 days 00:00:53.571000,0 days 00:00:29.314000,1,FP1
COL,Alpine,MEDIUM,0 days 00:01:39.902000,0 days 00:00:22.791000,0 days 00:00:37.703000,0 days 00:00:39.408000,1,FP1
COL,Alpine,MEDIUM,0 days 00:01:56.740000,0 days 00:00:37.247000,0 days 00:00:50.914000,0 days 00:00:28.579000,1,FP1
COL,Alpine,MEDIUM,0 days 00:01:17.336000,0 days 00:00:22.602000,0 days 00:00:31.107000,0 days 00:00:23.627000,1,FP1
COL,Alpine,MEDIUM,0 days 00:02:15.424000,0 days 00:00:39.890000,0 days 00:00:54.721000,0 days 00:00:40.813000,1,FP1
COL,Alpine,MEDIUM,0 days 00:02:26.396000,0 days 00:01:05.982000,0 days 00:00:52.447000,0 days 00:00:27.967000,1,FP1
COL,Alpine,MEDIUM,0 days 00:01:17.444000,0 days 00:00:22.632000,0 days 00:00:31.236000,0 days 00:00:23.576000,1,FP1
COL,Alpine,MEDIUM,0 days 00:02:07.911000,0 days 00:00:27.532000,0 days 00:00:56.520000,0 days 00:00:43.859000,1,FP1
COL,Alpine,MEDIUM,0 days 00:02:18.417000,0 days 00:00:54.059000,0 days 00:00:52.802000,0 days 00:00:31.556000,1,FP1
COL,Alpine,MEDIUM,0 days 00:01:16.745000,0 days 00:00:22.636000,0 days 00:00:30.908000,0 days 00:00:23.201000,1,FP1
COL,Alpine,MEDIUM,0 days 00:01:57.513000,0 days 00:00:30.625000,0 days 00:00:51.354000,0 days 00:00:35.534000,1,FP1
COL,Alpine,SOFT,,,0 days 00:00:46.601000,0 days 00:00:31.763000,1,FP1
COL,Alpine,SOFT,0 days 00:01:15.530000,0 days 00:00:22.318000,0 days 00:00:30.224000,0 days 00:00:22.988000,1,FP1
COL,Alpine,SOFT,0 days 00:02:19.980000,0 days 00:00:39.659000,0 days 00:00:57.818000,0 days 00:00:42.503000,1,FP1
HAM,Ferrari,HARD,,,0 days 00:00:39.729000,0 days 00:00:27.756000,1,FP1
HAM,Ferrari,HARD,0 days 00:01:16.778000,0 days 00:00:22.655000,0 days 00:00:30.735000,0 days 00:00:23.388000,1,FP1
HAM,Ferrari,HARD,,0 days 00:00:48.552000,0 days 00:01:14.543000,0 days 00:00:38.367000,1,FP1
HAM,Ferrari,HARD,0 days 00:01:16.011000,0 days 00:00:22.497000,0 days 00:00:30.459000,0 days 00:00:23.055000,1,FP1
HAM,Ferrari,HARD,,0 days 00:00:55.308000,0 days 00:01:23.052000,0 days 00:00:34.104000,1,FP1
HAM,Ferrari,HARD,0 days 00:01:50.579000,0 days 00:00:26.788000,0 days 00:00:48.917000,0 days 00:00:34.874000,1,FP1
HAM,Ferrari,HARD,0 days 00:01:34.523000,0 days 00:00:22.660000,0 days 00:00:42.076000,0 days 00:00:29.787000,1,FP1
HAM,Ferrari,HARD,0 days 00:01:38.745000,0 days 00:00:25.547000,0 days 00:00:47.333000,0 days 00:00:25.865000,1,FP1
HAM,Ferrari,HARD,0 days 00:01:15.980000,0 days 00:00:22.411000,0 days 00:00:30.315000,0 days 00:00:23.254000,1,FP1
HAM,Ferrari,HARD,,0 days 00:00:36.382000,0 days 00:01:12.093000,0 days 00:00:49.833000,1,FP1
HAM,Ferrari,HARD,0 days 00:01:23.009000,0 days 00:00:22.439000,0 days 00:00:32.426000,0 days 00:00:28.144000,1,FP1
HAM,Ferrari,SOFT,,,0 days 00:00:49.266000,0 days 00:00:41.157000,1,FP1
HAM,Ferrari,SOFT,0 days 00:01:14.096000,0 days 00:00:22.100000,0 days 00:00:29.573000,0 days 00:00:22.423000,1,FP1
HAM,Ferrari,SOFT,,0 days 00:00:46.023000,0 days 00:01:18.495000,0 days 00:00:50.734000,1,FP1
HAM,Ferrari,SOFT,,0 days 00:01:19.191000,0 days 00:00:48.348000,0 days 00:00:35.450000,1,FP1
HAM,Ferrari,SOFT,0 days 00:01:22.926000,0 days 00:00:22.133000,0 days 00:00:29.753000,0 days 00:00:31.040000,1,FP1
HAM,Ferrari,HARD,,,0 days 00:00:33.038000,0 days 00:00:24.358000,1,FP1
HAM,Ferrari,HARD,0 days 00:01:20.579000,0 days 00:00:24.082000,0 days 00:00:32.418000,0 days 00:00:24.079000,1,FP1
HAM,Ferrari,HARD,0 days 00:01:20.112000,0 days 00:00:23.834000,0 days 00:00:32.247000,0 days 00:00:24.031000,1,FP1
HAM,Ferrari,HARD,0 days 00:01:20.577000,0 days 00:00:23.806000,0 days 00:00:32.178000,0 days 00:00:24.593000,1,FP1
HAM,Ferrari,HARD,0 days 00:01:20.577000,0 days 00:00:23.883000,0 days 00:00:32.504000,0 days 00:00:24.190000,1,FP1
HAM,Ferrari,HARD,0 days 00:01:20.284000,0 days 00:00:23.819000,0 days 00:00:32.322000,0 days 00:00:24.143000,12,FP1
HAM,Ferrari,HARD,0 days 00:01:28.783000,0 days 00:00:24.186000,0 days 00:00:33.201000,0 days 00:00:31.396000,1,FP1
HAM,Ferrari,HARD,0 days 00:01:20.735000,0 days 00:00:23.741000,0 days 00:00:32.671000,0 days 00:00:24.323000,1,FP1
HAM,Ferrari,HARD,0 days 00:01:21.841000,0 days 00:00:24.349000,0 days 00:00:32.989000,0 days 00:00:24.503000,1,FP1
HAM,Ferrari,HARD,0 days 00:01:20.603000,0 days 00:00:23.899000,0 days 00:00:32.387000,0 days 00:00:24.317000,1,FP1
HAM,Ferrari,HARD,0 days 00:01:21.651000,0 days 00:00:24.058000,0 days 00:00:32.807000,0 days 00:00:24.786000,1,FP1
HAM,Ferrari,HARD,0 days 00:02:24.159000,0 days 00:00:41.389000,0 days 00:00:53.749000,0 days 00:00:49.021000,1,FP1
HAM,Ferrari,HARD,0 days 00:02:03.428000,0 days 00:00:53.123000,0 days 00:00:39.482000,0 days 00:00:30.823000,1,FP1
MAR,Williams,HARD,,,0 days 00:00:36.654000,0 days 00:00:34.286000,1,FP1
MAR,Williams,HARD,,,0 days 00:00:34.621000,0 days 00:00:32.170000,1,FP1
MAR,Williams,HARD,0 days 00:01:37.518000,0 days 00:00:24.566000,0 days 00:00:38.093000,0 days 00:00:34.859000,1,FP1
MAR,Williams,HARD,,,0 days 00:00:41.593000,0 days 00:00:28.760000,1,FP1
MAR,Williams,HARD,0 days 00:01:36.943000,0 days 00:00:29.124000,0 days 00:00:40.130000,0 days 00:00:27.689000,1,FP1
MAR,Williams,HARD,0 days 00:01:17.928000,0 days 00:00:23.013000,0 days 00:00:31.245000,0 days 00:00:23.670000,1,FP1
MAR,Williams,HARD,0 days 00:01:54.296000,0 days 00:00:34.227000,0 days 00:00:46.806000,0 days 00:00:33.263000,1,FP1
MAR,Williams,HARD,0 days 00:01:17.132000,0 days 00:00:22.862000,0 days 00:00:31.061000,0 days 00:00:23.209000,1,FP1
MAR,Williams,HARD,0 days 00:01:51.474000,0 days 00:00:29.788000,0 days 00:00:46.915000,0 days 00:00:34.771000,1,FP1
MAR,Williams,HARD,0 days 00:01:17.034000,0 days 00:00:22.743000,0 days 00:00:31.035000,0 days 00:00:23.256000,1,FP1
MAR,Williams,HARD,0 days 00:01:46.171000,0 days 00:00:30.253000,0 days 00:00:46.091000,0 days 00:00:29.827000,1,FP1
MAR,Williams,HARD,0 days 00:01:27.957000,0 days 00:00:22.483000,0 days 00:00:30.827000,0 days 00:00:34.647000,1,FP1
MAR,Williams,HARD,0 days 00:02:26.588000,0 days 00:01:26.901000,0 days 00:00:34.296000,0 days 00:00:25.391000,1,FP1
MAR,Williams,HARD,0 days 00:01:30.910000,0 days 00:00:23.359000,0 days 00:00:39.004000,0 days 00:00:28.547000,1,FP1
MAR,Williams,HARD,0 days 00:01:28.608000,0 days 00:00:23.042000,0 days 00:00:31.453000,0 days 00:00:34.113000,1,FP1
MAR,Williams,MEDIUM,,,0 days 00:00:38.083000,0 days 00:00:35.238000,1,FP1
MAR,Williams,MEDIUM,0 days 00:01:15.663000,0 days 00:00:22.584000,0 days 00:00:30.446000,0 days 00:00:22.633000,1,FP1
MAR,Williams,MEDIUM,0 days 00:01:53.519000,0 days 00:00:29.292000,0 days 00:00:46.079000,0 days 00:00:38.148000,1,FP1
MAR,Williams,MEDIUM,0 days 00:01:15.522000,0 days 00:00:22.332000,0 days 00:00:30.368000,0 days 00:00:22.822000,1,FP1
MAR,Williams,MEDIUM,0 days 00:01:46.437000,0 days 00:00:29.573000,0 days 00:00:43.283000,0 days 00:00:33.581000,1,FP1
MAR,Williams,MEDIUM,0 days 00:01:48.971000,0 days 00:00:32.787000,0 days 00:00:46.420000,0 days 00:00:29.764000,1,FP1
MAR,Williams,MEDIUM,0 days 00:01:16.496000,0 days 00:00:22.562000,0 days 00:00:30.746000,0 days 00:00:23.188000,1,FP1
MAR,Williams,MEDIUM,0 days 00:01:40.489000,0 days 00:00:26.021000,0 days 00:00:39.724000,0 days 00:00:34.744000,1,FP1
MAR,Williams,HARD,,,0 days 00:00:34.337000,0 days 00:00:25.402000,12,FP1
MAR,Williams,HARD,0 days 00:01:50.380000,0 days 00:00:34.810000,0 days 00:00:42.521000,0 days 00:00:33.049000,1,FP1
MAR,Williams,HARD,0 days 00:01:55.303000,0 days 00:00:29.519000,0 days 00:00:50.605000,0 days 00:00:35.179000,1,FP1
HIR,Haas F1 Team,HARD,,,0 days 00:00:45.493000,0 days 00:00:26.654000,1,FP1
HIR,Haas F1 Team,HARD,0 days 00:01:24.588000,0 days 00:00:25.673000,0 days 00:00:34.491000,0 days 00:00:24.424000,1,FP1
HIR,Haas F1 Team,HARD,0 days 00:01:46.934000,0 days 00:00:22.658000,0 days 00:00:30.890000,0 days 00:00:53.386000,1,FP1
HIR,Haas F1 Team,HARD,0 days 00:02:28.745000,0 days 00:01:12.020000,0 days 00:00:48.824000,0 days 00:00:27.901000,1,FP1
HIR,Haas F1 Team,HARD,0 days 00:01:17.351000,0 days 00:00:22.759000,0 days 00:00:30.922000,0 days 00:00:23.670000,1,FP1
HIR,Haas F1 Team,HARD,,0 days 00:00:39.184000,0 days 00:01:07.614000,0 days 00:00:46.145000,1,FP1
HIR,Haas F1 Team,HARD,,0 days 00:01:14.814000,0 days 00:00:54.145000,0 days 00:00:29.388000,1,FP1
HIR,Haas F1 Team,HARD,0 days 00:01:17.413000,0 days 00:00:22.971000,0 days 00:00:31.112000,0 days 00:00:23.330000,1,FP1
HIR,Haas F1 Team,HARD,0 days 00:02:15.816000,0 days 00:00:38.476000,0 days 00:00:57.779000,0 days 00:00:39.561000,1,FP1
HIR,Haas F1 Team,HARD,0 days 00:02:06.888000,0 days 00:00:47.920000,0 days 00:00:48.838000,0 days 00:00:30.130000,1,FP1
HIR,Haas F1 Team,HARD,0 days 00:01:17.633000,0 days 00:00:23.025000,0 days 00:00:31.080000,0 days 00:00:23.528000,1,FP1
HIR,Haas F1 Team,HARD,0 days 00:01:38.340000,0 days 00:00:29.674000,0 days 00:00:37.407000,0 days 00:00:31.259000,1,FP1
HIR,Haas F1 Team,SOFT,,,0 days 00:00:42.509000,0 days 00:00:26.793000,1,FP1
HIR,Haas F1 Team,SOFT,0 days 00:01:15.298000,0 days 00:00:22.316000,0 days 00:00:30.208000,0 days 00:00:22.774000,1,FP1
HIR,Haas F1 Team,SOFT,0 days 00:02:06.088000,0 days 00:00:38.354000,0 days 00:00:52.696000,0 days 00:00:35.038000,1,FP1
HIR,Haas F1 Team,SOFT,,,0 days 00:00:51.545000,0 days 00:00:25.427000,1,FP1
HIR,Haas F1 Team,SOFT,0 days 00:01:22.676000,0 days 00:00:22.659000,0 days 00:00:30.860000,0 days 00:00:29.157000,1,FP1
HIR,Haas F1 Team,HARD,,,0 days 00:00:33.154000,0 days 00:00:24.426000,12,FP1
HIR,Haas F1 Team,HARD,0 days 00:01:20.837000,0 days 00:00:24.244000,0 days 00:00:32.438000,0 days 00:00:24.155000,1,FP1
HIR,Haas F1 Team,HARD,0 days 00:01:20.372000,0 days 00:00:23.876000,0 days 00:00:32.286000,0 days 00:00:24.210000,1,FP1
